word,pos,score
잘추다,Verb,0.075
시시대다,Verb,-0.3
저주받다,Verb,-0.425
예민하다,Adjective,-0.275
불완전하다,Adjective,-0.5
느끼하다,Adjective,-0.175
걸다,Verb,0.025
떠오르다,Verb,0.4
멀어지다,Verb,-0.275
걱정스럽다,Adjective,-0.15
지르다,Verb,-0.25
들러붙다,Verb,-0.275
단단하다,Adjective,0.35
잔망스럽다,Adjective,0.175
동떨어지다,Adjective,-0.3
튼실하다,Adjective,0.5
쓸리다,Verb,-0.225
즐기다,Verb,0.575
허다,Verb,0.05
부탁드리다,Adjective,0.2
번득이다,Verb,0.25
온순하다,Adjective,0.55
맵다,Adjective,-0.025
돕다,Verb,0.55
터지다,Verb,-0.375
울렁대다,Verb,-0.194444444
빼다,Verb,-0.1
잔잔하다,Adjective,0.375
번뜩이다,Verb,0.3
뒤늦다,Adjective,-0.325
남아돌다,Verb,-0.075
편안하다,Adjective,0.825
중얼거리다,Verb,-0.075
심란하다,Adjective,-0.225
뛰어넘다,Verb,0.3
사랑받다,Verb,0.875
쓸모없다,Adjective,-0.375
잠들다,Verb,0.4
모이다,Verb,0.275
그만하다,Adjective,-0.2
족치다,Verb,-0.5
어수룩하다,Adjective,-0.25
떠들썩하다,Adjective,0.15
둘러대다,Verb,-0.225
착륙시키다,Verb,0.425
긴박하다,Adjective,-0.175
파멸하다,Adjective,-0.4
서툴다,Adjective,-0.2
달라붙다,Verb,-0.175
고만고만하다,Adjective,-0.075
전무하다,Adjective,-0.2
다가가다,Verb,0.4
황홀하다,Adjective,0.775
초라하다,Adjective,-0.375
환장하다,Verb,0
흥분하다,Adjective,0.05
당돌하다,Adjective,0.3
원만하다,Adjective,0.475
기대다,Verb,0.225
천진난만하다,Adjective,0.225
어리숙하다,Adjective,-0.175
잡아끌다,Verb,-0.125
뜨뜻하다,Adjective,0.45
시들하다,Adjective,-0.35
용맹하다,Adjective,0.675
유리하다,Adjective,0.675
감내하다,Verb,0.125
얼어붙다,Verb,-0.325
겁나다,Verb,-0.2
그치다,Verb,0.05
오글거리다,Verb,-0.25
설익다,Verb,-0.25
본받다,Verb,0.6
갈아입다,Verb,0.05
가누다,Verb,0.075
울부짖다,Verb,-0.15
묵묵하다,Adjective,-0.075
쾌적하다,Adjective,0.75
광활하다,Adjective,0.5
통통하다,Adjective,0.125
갈구다,Verb,-0.45
충실하다,Adjective,0.625
착하다,Adjective,0.625
화창하다,Adjective,0.55
거대하다,Adjective,0.225
안내받다,Verb,0.2
쏠리다,Verb,-0.15
내쫓다,Verb,-0.475
바라지다,Verb,0.175
팔리다,Verb,0.025
덥다,Adjective,-0.125
불투명하다,Adjective,-0.325
불충분하다,Adjective,-0.225
뽐내다,Verb,0.3
펴내다,Verb,0.2
빠져나가다,Verb,-0.025
솟구치다,Verb,0.05
인자하다,Adjective,0.7
수북하다,Adjective,0.1
붓다,Verb,-0.1
착잡하다,Adjective,-0.2
역공하다,Verb,0.275
쓱싹쓱싹하다,Verb,-0.083333333
무관심하다,Adjective,-0.075
머뭇거리다,Verb,-0.225
보채다,Verb,-0.3
밝혀내다,Verb,0.225
흩어지다,Verb,-0.275
적어지다,Verb,-0.25
고맙다,Adjective,0.85
더워지다,Verb,-0.05
띄우다,Verb,0.425
깁다,Verb,-0.075
명석하다,Adjective,0.4
뚫다,Verb,0.35
혼미하다,Adjective,-0.2
사회화하다,Verb,0.15
이뤄지다,Verb,0.35
꾀죄죄하다,Adjective,-0.2
깍이다,Verb,-0.325
넘어가다,Verb,0.175
부대끼다,Verb,-0.275
쓰이다,Verb,0.25
성나다,Verb,-0.3
쌀쌀하다,Adjective,-0.325
삐죽다,Adjective,-0.3
잘해주다,Verb,0.55
공허하다,Adjective,-0.175
섣부르다,Adjective,-0.15
품다,Verb,0.375
온화하다,Adjective,0.75
괜찮다,Adjective,0.575
틈틈하다,Adjective,0.3
태어나다,Verb,0.575
아슬아슬하다,Adjective,0
가리키다,Verb,0.2
꼬물꼬물하다,Verb,0.083333333
따끔하다,Adjective,-0.175
발가벗다,Verb,-0.225
조밀조밀하다,Adjective,0.138888889
지키다,Verb,0.525
아리송하다,Adjective,-0.175
벗겨지다,Verb,-0.275
놀라다,Verb,0.225
그만두다,Verb,-0.375
쎄다,Adjective,0.325
잡아내다,Verb,0.2
숨쉬다,Verb,0.275
안절부절하다,Verb,-0.225
넘어뜨리다,Verb,-0.175
얻어맞다,Verb,-0.55
사라지다,Verb,-0.175
구차하다,Adjective,-0.35
데려오다,Verb,0.275
아끼다,Verb,0.025
펼쳐지다,Verb,0.5
정통하다,Adjective,0.175
멈추다,Verb,-0.1
깨다,Verb,-0.125
내딛다,Verb,0.45
출출하다,Adjective,-0.175
초조하다,Adjective,-0.25
아름답다,Adjective,0.775
난해하다,Adjective,-0.4
매끄럽다,Adjective,0.325
틈나다,Verb,-0.05
드넓다,Adjective,0.55
산뜻하다,Adjective,0.5
낑낑대다,Verb,-0.275
부딪히다,Verb,-0.35
왁자지껄하다,Verb,0.125
가난하다,Adjective,-0.225
돈독하다,Adjective,0.525
큼직하다,Adjective,0.175
다루어지다,Verb,0.15
괴팍하다,Adjective,-0.4
갈리다,Verb,-0.1
싫어지다,Adjective,-0.5
답답하다,Adjective,-0.525
딱하다,Adjective,-0.325
자작하다,Adjective,0.111111111
자리매김하다,Verb,0.275
오붓하다,Adjective,0.575
시르다,Adjective,-0.325
사느랗다,Adjective,0.05
뒤덮히다,Verb,-0.1
야속하다,Adjective,-0.375
어지러워지다,Verb,-0.25
좁다,Adjective,-0.325
어르다,Verb,0.05
앍다,Verb,-0.025
판치다,Verb,-0.175
미천하다,Adjective,-0.225
궁색하다,Adjective,-0.15
살살하다,Adjective,0.3
되돌아가다,Verb,-0.05
숙성하다,Adjective,0.425
장엄하다,Adjective,0.6
이롭다,Adjective,0.75
주물럭거리다,Verb,-0.025
고급스럽다,Adjective,0.475
쭈그러지다,Verb,-0.305555556
희박하다,Adjective,-0.325
심약하다,Adjective,-0.166666667
끝내주다,Adjective,0.65
큼직큼직하다,Adjective,0.325
파헤치다,Verb,-0.25
용하다,Adjective,0.625
감미롭다,Adjective,0.525
재탕하다,Adjective,-0.25
곱다,Adjective,0.55
쾌활하다,Adjective,0.7
둘러앉다,Verb,0.1
심심하다,Adjective,-0.125
속삭이다,Verb,0.275
상실하다,Adjective,-0.275
올르다,Verb,0.225
올라오다,Verb,0.25
껄렁하다,Adjective,-0.275
대등하다,Adjective,0.425
뚫어지다,Verb,-0.325
열다,Verb,0.35
도망치다,Verb,-0.5
파릇파릇하다,Adjective,0.525
뭐라다,Verb,-0.225
드리다,Verb,0.125
음슴다,Verb,-0.125
흥이나다,Verb,0.416666667
역이용하다,Verb,-0.025
지독하다,Adjective,-0.35
내로라하다,Verb,0.15
거창하다,Adjective,0.175
화나다,Verb,-0.525
조심하다,Adjective,0.1
조그마하다,Adjective,0.15
따스하다,Adjective,0.675
야물다,Verb,0
간지나다,Verb,0.583333333
숨가쁘다,Adjective,-0.1
섭섭하다,Adjective,-0.3
방자하다,Adjective,-0.075
우스꽝스럽다,Adjective,0
태평하다,Adjective,0.375
음침하다,Adjective,-0.475
활기차다,Adjective,0.675
갇히다,Verb,-0.25
기다,Verb,-0.125
그렇다,Adjective,0.65
굶주리다,Verb,-0.3
헤어지다,Verb,-0.425
장하다,Adjective,0.55
판이하다,Adjective,-0.125
훌륭하다,Adjective,0.775
갸우뚱하다,Verb,-0.175
적히다,Verb,-0.15
재잘대다,Verb,0.225
놀래다,Adjective,-0.05
경솔하다,Adjective,-0.225
쏟다,Verb,-0.225
흉악하다,Adjective,-0.425
털리다,Verb,-0.3
오만하다,Adjective,-0.325
순전하다,Adjective,0.175
시원하다,Adjective,0.525
맴돌다,Verb,-0.05
도톰하다,Adjective,0.25
충분하다,Adjective,0.625
건지다,Verb,0.3
내다보다,Verb,0.125
근엄하다,Adjective,0.35
어이없다,Adjective,-0.225
닫히다,Verb,-0.325
대차다,Adjective,0.225
잇다,Verb,0.35
다행하다,Adjective,0.625
어수선하다,Adjective,-0.175
타고나다,Verb,0.55
들뜨다,Adjective,0.3
불러일으키다,Verb,0.375
짜내다,Verb,-0.375
끔찍하다,Adjective,-0.425
깔짝이다,Verb,-0.111111111
치밀다,Verb,-0.15
다르다,Adjective,-0.075
두드러지다,Adjective,0.3
난만하다,Adjective,-0.027777778
허덕이다,Verb,-0.425
급하다,Adjective,-0.175
세다,Verb,0.3
우수하다,Adjective,0.725
어색하다,Adjective,-0.25
무능력하다,Adjective,-0.4
반듯반듯하다,Adjective,0.361111111
지피다,Verb,-0.05
피로하다,Adjective,-0.325
필요하다,Adjective,0.275
자신만만하다,Adjective,0.55
부여잡다,Verb,0.025
꽂히다,Verb,0.125
얹혀살다,Verb,0.075
쓰러지다,Verb,-0.25
서먹하다,Adjective,-0.075
간당간당하다,Verb,-0.1
모여들다,Verb,0.25
열리다,Verb,0.375
뿌리치다,Verb,-0.275
은은하다,Adjective,0.25
시원찮다,Adjective,-0.2
밤새다,Verb,0.05
틀어쥐다,Verb,-0.05
폭망하다,Verb,-0.475
떠받치다,Verb,0
떠돌아다니다,Verb,-0.1
기울어지다,Verb,-0.225
창출하다,Verb,0.425
잔혹하다,Adjective,-0.45
행복스럽다,Adjective,0.861111111
비장하다,Adjective,0.225
비싸다,Adjective,-0.025
반짝이다,Verb,0.575
재미있다,Adjective,0.775
명심하다,Verb,0.425
죽치다,Verb,-0.166666667
격렬하다,Adjective,0.2
베풀다,Verb,0.6
정신차리다,Adjective,0.425
서투르다,Adjective,-0.225
개운하다,Adjective,0.55
어둑어둑하다,Adjective,-0.125
후련하다,Adjective,0.65
가속화하다,Verb,0.3
푸르다,Adjective,0.425
달다,Verb,0.35
잡아들이다,Verb,-0.15
소름끼치다,Verb,-0.4
싱숭생숭하다,Adjective,-0.225
언짢다,Adjective,-0.35
뭉치다,Verb,0.5
멍하다,Adjective,-0.15
낫다,Verb,0.55
먹여주다,Verb,0.3
짜이다,Verb,-0.225
진하다,Adjective,0.25
자명하다,Adjective,0.225
수척하다,Adjective,-0.275
믿어지다,Verb,0.425
잔인하다,Adjective,-0.475
줄다,Verb,-0.35
여겨지다,Verb,0.075
어눌하다,Adjective,-0.4
후려치다,Verb,-0.375
서두르다,Verb,-0.05
빗나가다,Verb,-0.225
펄럭거리다,Verb,0.225
상당하다,Adjective,0.425
울먹거리다,Verb,-0.333333333
정확하다,Adjective,0.6
기쁘다,Adjective,0.825
말랑하다,Adjective,0.275
가라앉히다,Verb,-0.05
냉철하다,Adjective,-0.075
찡그리다,Verb,-0.325
둘러쌓다,Verb,0.05
멋지다,Adjective,0.725
대견하다,Adjective,0.6
나뉘다,Verb,0.025
폐쇄하다,Verb,-0.55
내려오다,Verb,-0.125
들키다,Verb,-0.275
탈락대다,Verb,-0.388888889
혹독하다,Adjective,-0.475
필요없다,Adjective,-0.425
두렵다,Adjective,-0.475
기죽다,Verb,-0.35
파고들다,Verb,0.125
따분하다,Adjective,-0.175
얻다,Verb,0.525
놀랍다,Adjective,0.325
부족하다,Adjective,-0.3
적절하다,Adjective,0.45
들레다,Verb,-0.025
보석같다,Adjective,0.65
고지식하다,Adjective,-0.1
시원스럽다,Adjective,0.55
자랑삼다,Verb,0.375
도드라지다,Verb,0.225
서둘다,Verb,-0.05
시달리다,Verb,-0.325
낄낄대다,Verb,-0.15
홀쭉하다,Adjective,0.025
번쩍이다,Verb,0.375
익히다,Verb,0.375
노랗다,Adjective,0.1
차단시키다,Verb,-0.4
엄청나다,Adjective,0.65
시끌시끌하다,Adjective,-0.125
왠만하다,Adjective,0.225
다양하다,Adjective,0.475
나빠지다,Verb,-0.425
싫어하다,Verb,-0.35
어리벙벙하다,Adjective,-0.305555556
부시다,Verb,-0.05
경사지다,Verb,0.175
일반화되다,Verb,-0.25
옷벗다,Verb,0.05
능글능글하다,Adjective,-0.025
결리다,Verb,-0.225
거지같다,Adjective,-0.5
괴상하다,Adjective,-0.475
틀려지다,Verb,-0.275
화사하다,Adjective,0.4
잊혀지다,Verb,-0.425
사가다,Verb,0.15
얼다,Verb,-0.05
웅크리다,Verb,0.05
후회되다,Adjective,-0.175
문지르다,Verb,0.175
통쾌하다,Adjective,0.625
잘나오다,Verb,0.45
서성대다,Verb,-0.055555556
위배되다,Verb,-0.5
뚜들기다,Verb,-0.194444444
쏜살같다,Adjective,0.225
쉽다,Adjective,0.475
짭잘하다,Adjective,0.277777778
앞장서다,Verb,0.425
분명해지다,Verb,0.45
붕괴하다,Adjective,-0.25
새까맣다,Adjective,-0.05
바르다,Verb,0.35
걸쭉하다,Adjective,0.075
맛있다,Adjective,0.825
쉬쉬하다,Verb,-0.275
뒤집어지다,Verb,-0.075
우비다,Verb,0
쓸쓸하다,Adjective,-0.225
선보이다,Verb,0.275
신랄하다,Adjective,0
빨르다,Adjective,0.375
부진하다,Adjective,-0.4
덤덤하다,Adjective,-0.025
차이나다,Verb,-0.225
태만하다,Adjective,-0.35
꺾다,Verb,-0.175
오묘하다,Adjective,-0.075
강인하다,Adjective,0.3
넘치다,Verb,0.05
미끄러지다,Verb,-0.075
쌈빡하다,Verb,0.416666667
담그다,Verb,0.05
갑작스럽다,Adjective,-0.075
사무치다,Verb,-0.3
망하다,Adjective,-0.35
풍부하다,Adjective,0.725
소중하다,Adjective,0.75
시뻘겋다,Adjective,-0.175
불타다,Adjective,-0.175
적다,Verb,-0.075
떨리다,Verb,0.025
커지다,Verb,0.45
사악하다,Adjective,-0.5
썩다,Verb,-0.325
넉넉하다,Adjective,0.525
입상하다,Adjective,0.375
어질다,Adjective,0.1
나서다,Verb,0.2
비꼬다,Verb,-0.4
견디다,Verb,0.125
한산하다,Adjective,0.3
쏘이다,Verb,-0.111111111
늘어나다,Verb,0.1
불성실하다,Adjective,-0.3
틀림없다,Adjective,0.225
버려지다,Verb,-0.35
나긋나긋하다,Adjective,0.55
떠나가다,Verb,-0.1
빽빽하다,Adjective,0.075
그러하다,Adjective,0.475
반짝반짝하다,Adjective,0.361111111
내주다,Verb,0.025
쪼그라들다,Verb,-0.35
주춤거리다,Verb,-0.175
어줍다,Adjective,-0.1
치이다,Verb,-0.25
오죽하다,Adjective,-0.125
맞부딪치다,Verb,0.075
옭아매다,Verb,-0.25
몰랑몰랑하다,Adjective,0.45
갠차다,Adjective,0.125
쪼그리다,Verb,-0.3
안기다,Verb,0.425
어두컴컴하다,Adjective,-0.325
뛰놀다,Verb,0.35
후미지다,Adjective,-0.375
떠돌다,Verb,-0.1
부적절하다,Adjective,-0.375
우중충하다,Adjective,-0.3
조심스럽다,Adjective,0.175
물르다,Verb,-0.35
헉헉대다,Verb,-0.35
떨어지다,Verb,-0.225
분하다,Adjective,-0.35
기억나다,Verb,0.375
곧다,Adjective,0.425
중요하다,Adjective,0.35
탱글탱글하다,Adjective,0.277777778
뛰어내리다,Verb,-0.025
어지럽다,Adjective,-0.275
나뉘어지다,Verb,-0.025
야리다,Adjective,-0.375
다다르다,Verb,0.35
올라서다,Verb,0.425
능글맞다,Adjective,0.05
느리다,Adjective,-0.15
디지다,Verb,-0.325
향기롭다,Adjective,0.5
말르다,Adjective,0
꺼리다,Verb,-0.5
자그마하다,Adjective,0.35
나아지다,Verb,0.425
더디다,Verb,-0.325
숨막히다,Adjective,-0.325
적합하다,Adjective,0.55
반갑다,Adjective,0.75
딸리다,Verb,-0.3
알리다,Verb,0.4
조렇다,Adjective,-0.055555556
망연자실하다,Adjective,-0.525
무식하다,Adjective,-0.375
반반하다,Adjective,0.275
풋풋하다,Adjective,0.575
갸웃하다,Verb,-0.15
무시무시하다,Adjective,-0.125
까먹다,Verb,-0.3
상관없다,Adjective,-0.075
불확실하다,Adjective,-0.475
알려지다,Verb,0.275
어지르다,Verb,-0.375
자아내다,Verb,0.275
조아하다,Adjective,0.4
무모하다,Adjective,-0.225
지지다,Verb,0
야비하다,Adjective,-0.425
흘러가다,Verb,0.175
다스리다,Verb,0.25
차분하다,Adjective,0.4
널찍하다,Adjective,0.325
친숙해지다,Adjective,0.55
되새기다,Verb,0.25
성내다,Verb,-0.475
수많다,Adjective,0.4
걷어차다,Verb,-0.3
이름나다,Adjective,0.4
두둑하다,Adjective,0.25
혼내다,Verb,-0.375
잘리다,Verb,-0.325
찾다,Verb,0.125
틀리다,Verb,-0.5
줄이다,Verb,0
싸우다,Verb,-0.3
감사하다,Adjective,0.725
건네주다,Verb,0.45
들쭉날쭉하다,Adjective,0.05
남겨지다,Verb,-0.175
밤새우다,Verb,-0.225
약해지다,Verb,-0.4
빌다,Verb,-0.15
넘어오다,Verb,0.3
고프다,Adjective,-0.125
뚜렷하다,Adjective,0.55
내려앉다,Verb,-0.325
특정하다,Adjective,0.2
올려다보다,Verb,0.15
쪼들리다,Verb,-0.35
자연스럽다,Adjective,0.65
불량하다,Adjective,-0.3
몰르다,Verb,0
피력하다,Verb,0.15
젖히다,Verb,-0.025
맛깔나다,Adjective,0.35
심오하다,Adjective,0.1
굽히다,Verb,-0.2
정성스럽다,Adjective,0.625
소용없다,Adjective,-0.4
울퉁불퉁하다,Adjective,-0.2
까다롭다,Adjective,-0.325
부들대다,Verb,-0.25
상쾌하다,Adjective,0.6
단조롭다,Adjective,-0.275
되돌아보다,Verb,0.175
잡혀가다,Verb,-0.6
독하다,Adjective,-0.3
벌겋다,Adjective,-0.15
부딪치다,Verb,-0.275
너무하다,Adjective,-0.25
싫증나다,Adjective,-0.4
모르다,Verb,-0.225
뻗다,Verb,-0.075
깨뜨리다,Verb,-0.45
적나라하다,Adjective,-0.025
싹트다,Verb,0.5
아낌없다,Adjective,0.475
적막하다,Adjective,-0.075
뜯다,Verb,0.1
번거롭다,Adjective,-0.375
곤란하다,Adjective,-0.475
늦추다,Verb,-0.225
자랑스럽다,Adjective,0.55
꾸짖다,Verb,-0.5
씻다,Verb,0.5
포개다,Verb,0.275
바꿔치다,Verb,-0.05
측은하다,Adjective,-0.1
추워지다,Verb,-0.35
괴롭히다,Verb,-0.45
떠벌리다,Verb,-0.175
치고받다,Verb,-0.35
꾸미다,Verb,0.375
엄격하다,Adjective,-0.1
까끌까끌하다,Adjective,0.166666667
틀어박히다,Verb,-0.2
자세하다,Adjective,0.375
기울다,Verb,-0.175
싱겁다,Adjective,-0.175
참되다,Adjective,0.525
붉다,Adjective,0.15
일으키다,Verb,0.425
콩콩이다,Verb,-0.083333333
잠식당하다,Verb,-0.375
얼큰하다,Adjective,0.3
특유하다,Adjective,0.275
비기다,Verb,0.175
묶이다,Verb,-0.125
약바르다,Adjective,0.111111111
무뚝뚝하다,Adjective,-0.175
간질간질하다,Verb,-0.138888889
뚱뚱하다,Adjective,-0.3
부럽다,Adjective,0.1
꿇다,Verb,-0.4
웃기다,Verb,0.625
의뭉스럽다,Adjective,-0.25
죽여주다,Verb,0.25
닫다,Verb,-0.3
유일하다,Adjective,0.3
야박하다,Adjective,-0.5
숨지다,Verb,-0.575
내려지다,Verb,0.1
맥빠지다,Adjective,-0.25
청순하다,Adjective,0.625
멍청하다,Adjective,-0.425
파드득거리다,Verb,-0.055555556
말리다,Verb,0.05
활발하다,Adjective,0.65
도도하다,Adjective,0.075
간결하다,Adjective,0.4
새롭다,Adjective,0.575
개떡같다,Adjective,-0.4
압축시키다,Verb,-0.05
한결같다,Adjective,0.3
보드랍다,Adjective,0.5
바쁘다,Adjective,-0.15
패망하다,Verb,-0.625
저지르다,Verb,-0.3
자잘하다,Adjective,-0.025
엉뚱하다,Adjective,-0.175
외롭다,Adjective,-0.3
취하다,Verb,0.05
처지다,Verb,-0.4
앙하다,Adjective,-0.15
찜찜하다,Adjective,-0.325
흩다,Verb,0.05
한물가다,Verb,-0.375
다잡다,Verb,0.35
신성하다,Adjective,0.725
파렴치하다,Adjective,-0.375
같이하다,Verb,0.5
뛰어나오다,Verb,0.125
옅다,Adjective,-0.075
우세하다,Adjective,0.425
풀리다,Verb,0.35
비굴하다,Adjective,-0.325
소문나다,Verb,0.1
빼놓다,Verb,-0.45
움츠리다,Verb,-0.25
발리다,Verb,-0.375
낯설다,Adjective,-0.25
갉아먹다,Verb,-0.25
납작하다,Adjective,0.025
드높다,Adjective,0.425
더불다,Verb,0.375
덜컹하다,Verb,-0.055555556
심하다,Adjective,-0.475
드러눕다,Verb,-0.1
가볍다,Adjective,0.425
막막하다,Adjective,-0.425
놓치다,Verb,-0.225
당당하다,Adjective,0.525
서글프다,Adjective,-0.275
창백하다,Adjective,-0.225
명백하다,Adjective,0.4
먹다,Verb,0.4
뒤지다,Verb,-0.375
바로잡다,Verb,0.45
앙증맞다,Adjective,0.475
떨떠름하다,Adjective,-0.1
태우다,Verb,0.05
신비하다,Adjective,0.3
침착하다,Adjective,0.3
요란하다,Adjective,-0.025
아리까리하다,Adjective,-0.15
잡다하다,Adjective,-0.15
급조하다,Verb,-0.375
따르다,Verb,0.3
드리워지다,Verb,-0.15
너그럽다,Adjective,0.725
서성거리다,Verb,-0.225
받아들이다,Verb,0.4
머쓱하다,Adjective,0.075
나지막하다,Adjective,0.15
상냥하다,Adjective,0.65
힘드다,Adjective,-0.575
찡하다,Adjective,0.125
보들보들하다,Adjective,0.45
부질없다,Adjective,-0.2
잠그다,Verb,-0.15
못자다,Verb,-0.225
들썩들썩하다,Verb,0.2
숭고하다,Adjective,0.625
총총하다,Adjective,0.275
허둥대다,Verb,-0.25
익살스럽다,Adjective,0.225
가려내다,Verb,-0.125
따끈따끈하다,Adjective,0.575
풍족하다,Adjective,0.65
수상하다,Adjective,-0.3
물컹하다,Adjective,0.125
알아차리다,Verb,0.5
일구다,Verb,0.3
뭐라하다,Verb,-0.1
등한시하다,Verb,-0.3
낙인찍히다,Verb,-0.35
씰룩대다,Verb,-0.083333333
가득하다,Adjective,0.525
눈감다,Verb,-0.225
무자비하다,Adjective,-0.375
말랑말랑하다,Adjective,0.325
흔쾌하다,Adjective,0.6
택하다,Verb,0.225
욕먹다,Verb,-0.375
찍어내다,Verb,0
해주다,Verb,0.275
균등하다,Adjective,0.55
짜증스럽다,Adjective,-0.525
망치다,Verb,-0.35
뒈지다,Verb,-0.5
날아들다,Verb,0.2
즐비하다,Adjective,0.025
유치하다,Adjective,-0.075
무지무지하다,Adjective,-0.083333333
나무라다,Verb,-0.325
또렷하다,Adjective,0.5
나자빠지다,Verb,-0.375
잡아채다,Verb,-0.175
심쿵하다,Adjective,0.45
휘두르다,Verb,-0.075
비일비재하다,Adjective,-0.15
두껍다,Adjective,0.1
후리다,Verb,-0.15
휩쓸다,Adjective,0.275
가깝다,Adjective,0.175
삐뚤다,Adjective,-0.15
가로놓이다,Verb,-0.2
가늘다,Adjective,0.075
고요하다,Adjective,0.375
쏟아내다,Verb,0.025
열악하다,Adjective,-0.325
얼싸다,Verb,-0.15
싸잡다,Verb,-0.275
숙달하다,Adjective,0.5
강하다,Adjective,0.575
울뻔하다,Verb,-0.25
멋있다,Adjective,0.7
지린다,Verb,0
찌푸리다,Verb,-0.375
넘겨주다,Verb,0.35
기묘하다,Adjective,0.125
부서지다,Verb,-0.275
치열하다,Adjective,-0.1
신기하다,Adjective,0.475
파묻다,Verb,-0.175
섬기다,Verb,0.3
그럴듯하다,Adjective,0.375
서슴다,Verb,-0.175
시퍼렇다,Adjective,-0.075
나아가다,Verb,0.5
맞추다,Verb,0.225
느슨하다,Adjective,0.1
딴딴하다,Adjective,0.333333333
빵터지다,Adjective,0.45
재빠르다,Adjective,0.575
쫓기다,Verb,-0.5
평안하다,Adjective,0.575
평온하다,Adjective,0.675
헷갈리다,Adjective,-0.275
ㅤㄸㅒㅤ리다,Verb,-0.325
주다,Verb,0.25
주리다,Verb,0.025
흐리다,Verb,-0.375
대범하다,Adjective,0.375
아로새기다,Verb,0.075
대물리다,Verb,-0.075
되살리다,Verb,0.55
맛없다,Adjective,-0.325
헤매다,Verb,-0.325
붙잡다,Verb,-0.025
지다,Verb,-0.275
안일하다,Adjective,-0.125
평이하다,Adjective,0.25
드세다,Adjective,-0.175
뛰어나가다,Verb,0.225
알쏭달쏭하다,Adjective,0.2
엎어지다,Verb,-0.425
악착같다,Adjective,0.138888889
굳어지다,Verb,0.075
배우다,Verb,0.45
아늑아늑하다,Verb,0.222222222
몰지각하다,Adjective,-0.325
자랑스러워하다,Verb,0.5
알다,Verb,0.4
올려주다,Verb,0.375
남다르다,Adjective,0.275
힘빠지다,Verb,-0.4
날뛰다,Verb,-0.2
화려하다,Adjective,0.75
움찔거리다,Verb,-0.15
빨아들이다,Verb,-0.225
딱딱하다,Adjective,-0.025
지리다,Verb,-0.3
사사롭다,Adjective,-0.1
솔직하다,Adjective,0.575
아니다,Adjective,-0.45
생생하다,Adjective,0.425
쪼이다,Verb,-0.125
쓰다,Verb,-0.125
잠기다,Verb,-0.175
설레다,Adjective,0.65
잃다,Verb,-0.375
흥얼거리다,Verb,0.625
덜하다,Adjective,-0.075
빼먹다,Verb,-0.15
뒤틀다,Verb,-0.3
물리다,Verb,-0.35
자상하다,Adjective,0.6
갖추다,Verb,0.575
치밀하다,Adjective,0.3
친절해지다,Adjective,0.5
비틀어지다,Verb,-0.425
홀가분하다,Adjective,0.6
우악스럽다,Adjective,-0.4
뻔하다,Adjective,-0.2
쫓아가다,Verb,0.1
더러워지다,Verb,-0.25
작아지다,Verb,-0.05
꾀다,Verb,-0.2
메우다,Verb,0.225
뻣뻣하다,Adjective,-0.325
내려놓다,Verb,0.2
가로지르다,Verb,0.15
맑다,Adjective,0.55
미루다,Verb,-0.375
나른하다,Adjective,0.075
땡기다,Verb,0.35
정직하다,Adjective,0.475
쩔다,Verb,0.275
어리석다,Adjective,-0.225
기괴하다,Adjective,-0.4
사치스럽다,Adjective,-0.275
명료하다,Adjective,0.475
안쓰럽다,Adjective,-0.45
성급하다,Adjective,-0.125
아련하다,Adjective,0
한가롭다,Adjective,0.475
박식하다,Adjective,0.6
드럽다,Adjective,-0.325
약오르다,Adjective,-0.305555556
아리다,Adjective,-0.375
끊다,Verb,-0.25
시원시원하다,Adjective,0.525
불편하다,Adjective,-0.6
안다,Verb,0.325
들추다,Verb,-0.175
쿡쿡하다,Verb,0.055555556
무겁다,Adjective,-0.175
낡다,Adjective,-0.2
특이하다,Adjective,0.525
유복하다,Adjective,0.575
가려지다,Verb,-0.175
부단하다,Adjective,-0.1
능통하다,Adjective,0.65
떨어뜨리다,Verb,-0.025
휘청거리다,Verb,-0.35
한가하다,Adjective,0.25
무사하다,Adjective,0.775
원하다,Adjective,0.45
뛰다,Verb,0.175
쑤시다,Verb,-0.175
기어오르다,Verb,-0.1
똑똑하다,Adjective,0.525
비정하다,Adjective,-0.15
앞서다,Verb,0.325
내려다보다,Verb,-0.125
침울하다,Adjective,-0.425
그립다,Adjective,0.025
잘려지다,Verb,-0.3
고상하다,Adjective,0.4
다려지다,Verb,0.05
어김없다,Adjective,-0.125
유력하다,Adjective,0.5
가지런하다,Adjective,0.425
굳다,Adjective,0.075
거둬들이다,Verb,0.05
월등하다,Adjective,0.4
흐뭇하다,Adjective,0.6
묵직하다,Adjective,0.05
어찔어찔하다,Adjective,-0.083333333
되돌아오다,Verb,0.125
치우다,Verb,-0.1
벌다,Verb,0.375
화하다,Adjective,0.225
어루만지다,Verb,0.325
꾸물거리다,Verb,-0.15
어긋나다,Verb,-0.375
까불다,Verb,-0.4
넓어지다,Verb,0.275
ㅤㅉㅗㅈ다,Verb,-0.025
싸하다,Adjective,-0.275
살빠지다,Adjective,0.35
특출하다,Adjective,0.6
벗어지다,Verb,0
등등하다,Adjective,0.1
부담스럽다,Adjective,-0.225
창시하다,Verb,0.175
미끄럽다,Adjective,-0.05
타오르다,Verb,0.15
특징짓다,Verb,0.125
버럭버럭하다,Verb,-0.277777778
